flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,airline_code,departure_airport_code,arrival_airport_code,flight_date,flight_time,flight_distance,passenger_capacity,ticket_price,flight_status,gate_number
KE5277,Korean Air,Incheon International,Linpu,China,11:35 PM,Haneda,Niaojin,China,1,KE,LCI,GTG,2/28/2022,8:30 AM,2919.54,382,177.27,Delayed,A2
UA1293,United Airlines,Los Angeles International,Kalipucang,Indonesia,10:56 PM,San Francisco International,Qitan,China,22,UA,OOR,MJW,2/15/2022,12:12 AM,8834.31,432,142.61,On Time,C2
AM5336,Aeroméxico,Benito Juárez International,Ellös,Sweden,6:27 AM,O'Hare International,Carletonville,South Africa,20,AM,NTT,AIW,2/13/2022,4:39 AM,3912.09,393,196.95,Cancelled,C2
KE9571,Korean Air,Incheon International,Linköping,Sweden,9:16 PM,Haneda,Marelesu,China,19,KE,WBW,ZAT,3/23/2022,11:18 PM,9196.32,256,455.31,Delayed,C3
LA9082,LATAM Airlines,São Paulo/Guarulhos International,Abū Sunbul,Egypt,1:08 PM,Ministro Pistarini International,Kyra,Russia,7,LA,FOC,ZLT,6/5/2022,7:17 AM,4106.82,315,296.72,On Time,A3
AC9935,Air Canada,Toronto Pearson,Tarariras,Uruguay,2:59 PM,Vancouver International,Yoshkar-Ola,Russia,11,AC,HLP,LMZ,7/3/2022,7:53 PM,1932.0,268,303.05,On Time,C3
SK2389,SAS Scandinavian,Copenhagen Airport,Majur,Serbia,10:53 PM,Charles de Gaulle,Sabóia,Portugal,17,SK,IXC,HIG,7/6/2022,12:41 AM,126.58,452,297.85,On Time,A1
AF7505,Air France,Charles de Gaulle,Aemura,Indonesia,9:38 PM,Frankfurt Airport,Sattahip,Thailand,21,AF,AFT,CFI,7/13/2022,4:34 PM,6845.81,257,218.38,On Time,B2
AZ7460,Alitalia,Leonardo da Vinci International,Zhoujiang,China,5:33 PM,Cairo International,Sumberagung,Indonesia,20,AZ,UAQ,MWO,12/3/2022,2:53 PM,981.3,478,407.05,Delayed,C3
SQ8500,Singapore Airlines,Changi,Mukun,Indonesia,4:39 PM,Beijing Capital International,Miskindzha,Russia,5,SQ,SUS,JAK,11/1/2022,7:29 PM,1593.32,206,212.13,On Time,C3
AM8252,Aeroméxico,Benito Juárez International,Shuiquan,China,6:36 PM,O'Hare International,Billa,Indonesia,1,AM,QSI,EAA,1/14/2022,6:35 AM,614.69,427,412.14,On Time,C2
NH2007,All Nippon Airways,Haneda,Haozigang,China,3:00 AM,Incheon International,Obninsk,Russia,9,NH,MTN,LLJ,8/4/2022,1:58 AM,4069.06,407,252.51,Delayed,B1
AV1393,Avianca,El Dorado International,Omaha,United States,6:27 PM,Auckland Airport,Quillo,Peru,1,AV,UOS,MRB,6/25/2022,10:46 PM,5514.9,298,179.74,On Time,B2
BA2361,British Airways,Heathrow,Xingguo,China,8:44 PM,Charles de Gaulle,Mae Chan,Thailand,2,BA,KCK,APR,3/16/2022,9:17 AM,6521.66,378,255.42,Delayed,A2
LH7027,Lufthansa,Frankfurt Airport,Leran Wetan,Indonesia,6:20 PM,Amsterdam Airport Schiphol,Kireyevsk,Russia,10,LH,BUV,LZC,6/14/2022,3:48 PM,8169.39,144,150.88,On Time,C2
AI6572,Air India,Indira Gandhi International,Gunajaya,Indonesia,8:17 PM,Chhatrapati Shivaji International,Mboursou Léré,Chad,4,AI,AKE,NRE,1/19/2022,1:20 PM,2740.16,117,127.69,On Time,C2
AV2122,Avianca,El Dorado International,Szczecin,Poland,11:54 AM,O'Hare International,Carhuac,Peru,3,AV,ICY,IXT,6/17/2022,10:37 PM,2615.13,153,453.19,On Time,B2
LH3854,Lufthansa,Frankfurt Airport,Mercedes,Costa Rica,5:09 PM,Charles de Gaulle,Castanheira de Pêra,Portugal,23,LH,ZCN,ACH,10/9/2022,1:46 PM,2722.63,413,474.84,Delayed,C1
NZ4633,Air New Zealand,Auckland Airport,Jasienica Rosielna,Poland,9:13 PM,Melbourne Airport,San Juan,Puerto Rico,12,NZ,GAX,BFW,6/22/2022,7:47 PM,9590.19,198,92.59,Delayed,A1
ET6038,Ethiopian Airlines,Bole International,Kamo,Japan,2:24 PM,Hamad International,East End,Cayman Islands,6,ET,LHW,BHO,7/11/2022,10:02 AM,7324.72,313,213.24,Delayed,C3
TG2237,Thai Airways,Suvarnabhumi,Mungkin,Indonesia,1:45 PM,Changi,Weiyang,China,24,TG,CRH,ORW,3/15/2022,5:06 AM,4106.31,338,277.64,Delayed,C2
AI4480,Air India,Indira Gandhi International,Vardablur,Armenia,7:39 PM,Changi,Nailong,Philippines,2,AI,IZO,CME,5/13/2022,6:08 AM,1924.95,435,359.43,On Time,C3
TG8512,Thai Airways,Suvarnabhumi,San Narciso,Philippines,1:30 PM,Changi,Lysychovo,Ukraine,8,TG,RBQ,ATU,1/8/2022,2:29 AM,5819.26,146,414.53,On Time,C1
SA1654,South African Airways,O.R. Tambo International,Poroj,Macedonia,7:53 PM,Charles de Gaulle,Żółkiewka,Poland,11,SA,OBI,HNM,9/4/2022,1:01 AM,2280.17,500,443.45,Delayed,B1
WN8861,Southwest Airlines,Los Angeles International,Heidelberg,South Africa,2:36 PM,Seattle-Tacoma International,Mondorf-les-Bains,Luxembourg,18,WN,IDA,ZCN,11/19/2022,12:43 AM,6094.42,297,115.7,On Time,C4
WN9905,Southwest Airlines,Los Angeles International,Roubaix,France,10:10 AM,San Francisco International,Encañada,Peru,1,WN,WNS,HOA,12/20/2022,5:09 PM,4667.05,428,492.85,Cancelled,A1
AZ4962,Alitalia,Leonardo da Vinci International,Watuweri,Indonesia,1:12 AM,Charles de Gaulle,Challas,Peru,2,AZ,AUW,HRG,8/12/2022,8:48 AM,1884.14,413,113.11,On Time,A3
SQ3260,Singapore Airlines,Changi,Azilal,Morocco,7:32 PM,Beijing Capital International,Sukamulya,Indonesia,3,SQ,0,GPD,9/1/2022,3:51 PM,5059.88,389,90.75,On Time,C3
AF6790,Air France,Charles de Gaulle,Campaka,Indonesia,1:29 AM,Frankfurt Airport,Joutseno,Finland,13,AF,HJT,MSW,1/25/2022,11:29 AM,121.64,192,254.6,Delayed,B2
LH2054,Lufthansa,Frankfurt Airport,Hacienda La Calera,Chile,3:46 AM,Charles de Gaulle,Corujeira,Portugal,14,LH,GUE,NQY,1/23/2022,12:31 PM,3782.39,84,404.85,Delayed,B2
IB5135,Iberia,Adolfo Suárez Madrid–Barajas,Minador do Negrão,Brazil,8:38 AM,Dallas/Fort Worth International,Katyuzhanka,Ukraine,24,IB,NRG,TCJ,9/28/2022,2:55 AM,8559.67,156,215.32,On Time,A2
SQ6943,Singapore Airlines,Changi,Kořenov,Czech Republic,5:19 AM,Beijing Capital International,Xiamao,China,1,SQ,NUS,MOY,1/17/2022,5:00 PM,1391.51,401,65.95,Cancelled,B1
LA2448,LATAM Airlines,São Paulo/Guarulhos International,Bājitpur,Bangladesh,6:23 AM,Ministro Pistarini International,Victoria,Philippines,13,LA,PMX,SXF,3/2/2022,10:56 AM,3297.24,235,199.02,On Time,C3
QF7612,Qantas,Sydney Airport,Gaogu,China,10:08 PM,Leonardo da Vinci International,Binitayan,Philippines,7,QF,MLO,ASQ,9/27/2022,2:46 PM,2684.1,280,55.41,Delayed,B2
AC4052,Air Canada,Toronto Pearson,Rožna Dolina,Slovenia,12:52 AM,John F. Kennedy International,Armação,Brazil,13,AC,DMK,LPQ,4/8/2022,2:12 PM,917.49,268,166.91,Delayed,A1
UA9951,United Airlines,Los Angeles International,Petoa,Honduras,4:00 PM,San Francisco International,Penteado,Portugal,2,UA,ZQZ,AVN,11/20/2022,3:37 PM,1371.85,89,153.9,Cancelled,A3
AZ8339,Alitalia,Leonardo da Vinci International,Guacarí,Colombia,10:22 AM,Zurich Airport,Cangshan,China,15,AZ,EDR,KFA,12/8/2022,2:41 PM,3417.46,120,378.64,On Time,C3
AV8136,Avianca,El Dorado International,Telengsari,Indonesia,12:24 PM,O'Hare International,Fundão,Portugal,13,AV,MKZ,MWR,10/2/2022,11:57 AM,7816.22,231,416.03,On Time,C4
CX5881,Cathay Pacific,Hong Kong International,Pomahan,Indonesia,4:05 AM,Changi,Nobinobi,Indonesia,12,CX,BWH,BRP,2/16/2022,11:08 PM,9349.64,493,380.97,On Time,A2
LA7200,LATAM Airlines,São Paulo/Guarulhos International,Zhangjiawan,China,7:05 AM,Ministro Pistarini International,Santa Rita,Philippines,15,LA,SPJ,PPN,6/30/2022,3:59 AM,2398.76,494,270.32,Cancelled,C3
SK3209,SAS Scandinavian,Copenhagen Airport,Balzar,Ecuador,5:38 PM,Charles de Gaulle,Repušnica,Croatia,19,SK,TIN,DOI,11/8/2022,10:46 PM,5803.68,169,217.75,On Time,A3
IB9744,Iberia,Adolfo Suárez Madrid–Barajas,Calimete,Cuba,12:15 PM,Charles de Gaulle,Songhae,South Korea,3,IB,ADY,MLW,8/11/2022,8:38 PM,2446.24,86,319.85,Delayed,C2
LA2324,LATAM Airlines,São Paulo/Guarulhos International,Miami Beach,United States,8:14 AM,Ministro Pistarini International,Potou,China,18,LA,SMI,KCB,6/20/2022,12:45 AM,356.76,415,276.05,On Time,C2
BA9018,British Airways,Heathrow,Smederevska Palanka,Serbia,4:16 AM,Charles de Gaulle,Jiulian,China,10,BA,PAV,LST,11/28/2022,12:22 AM,9858.58,194,205.54,On Time,A2
TG3333,Thai Airways,Suvarnabhumi,Paripiranga,Brazil,1:27 AM,Sydney Airport,Berck,France,12,TG,ULB,CUR,8/18/2022,5:19 AM,3709.2,352,374.82,On Time,C4
SA5902,South African Airways,O.R. Tambo International,Ushuaia,Argentina,8:21 PM,Charles de Gaulle,Myronivka,Ukraine,21,SA,YSA,ODD,6/2/2022,10:38 PM,1057.93,406,244.7,Delayed,C3
KL9709,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Denov,Uzbekistan,12:42 PM,Copenhagen Airport,Budapest,Hungary,19,KL,YKU,APZ,4/16/2022,9:23 AM,1756.03,300,318.0,Delayed,C1
SQ1577,Singapore Airlines,Changi,Cikajang,Indonesia,4:29 PM,Melbourne Airport,Dijon,France,10,SQ,VHV,ERV,5/7/2022,11:26 AM,256.45,420,352.94,Cancelled,C4
BA8723,British Airways,Heathrow,Kalaxilike,China,1:28 PM,Charles de Gaulle,Reinaldes,Portugal,24,BA,YYW,CFK,9/19/2022,7:30 AM,3889.69,94,67.98,On Time,C4
SK4327,SAS Scandinavian,Copenhagen Airport,Moret-sur-Loing,France,3:15 PM,Charles de Gaulle,Jinja,Uganda,2,SK,OGM,BRL,2/1/2022,5:17 AM,2813.39,384,352.39,On Time,C3
SK4327,SAS Scandinavian,Copenhagen Airport,Ningshan Chengguanzhen,China,5:02 AM,Charles de Gaulle,Pomahuaca,Peru,6,SK,QOQ,FGD,2/9/2022,8:29 PM,3766.2,224,444.45,On Time,A2
AV1393,Avianca,El Dorado International,Lima,Peru,7:27 AM,Auckland Airport,Bhimbar,Pakistan,3,AV,HLB,HEW,12/29/2022,8:50 AM,3739.4,317,380.39,Delayed,A2
AC5311,Air Canada,Toronto Pearson,Batutulis,Indonesia,10:13 AM,John F. Kennedy International,Gorna Oryakhovitsa,Bulgaria,12,AC,SCQ,TDK,1/18/2022,5:58 AM,4946.06,364,213.2,On Time,C1
ET6234,Ethiopian Airlines,Bole International,Shuiji,China,7:42 PM,Hamad International,Bamusso,Cameroon,11,ET,O62,MEZ,5/16/2022,11:13 PM,8132.0,77,478.61,Delayed,C1
EK5171,Emirates,Dubai International,Nangahale,Indonesia,12:03 AM,Hamad International,Starcevica,Bosnia and Herzegovina,16,EK,FDY,RYN,9/10/2022,7:29 AM,6142.79,421,464.93,Delayed,A3
WN9468,Southwest Airlines,Los Angeles International,Honolulu,United States,5:47 PM,San Francisco International,Mountain View,United States,6,WN,ZFN,KPT,9/3/2022,2:04 AM,8726.13,464,323.05,On Time,A1
AM7742,Aeroméxico,Benito Juárez International,Floda,Sweden,3:52 AM,O'Hare International,Kovel’,Ukraine,17,AM,STW,LPY,12/26/2022,7:11 PM,618.91,168,481.22,Delayed,B1
BA9490,British Airways,Heathrow,Imeni Tsyurupy,Russia,5:42 PM,Charles de Gaulle,Garhi Yāsīn,Pakistan,17,BA,CUM,ANV,4/27/2022,5:22 PM,4945.13,249,433.53,On Time,A2
TG5949,Thai Airways,Suvarnabhumi,Santa Maria Oliveira,Portugal,8:13 PM,Changi,Liuliping,China,21,TG,MUE,BIA,8/19/2022,6:20 PM,6510.13,284,319.67,On Time,B1
SA1473,South African Airways,O.R. Tambo International,Potoci,Bosnia and Herzegovina,2:17 PM,Frankfurt Airport,Sokol,Russia,7,SA,TID,TIC,3/10/2022,2:02 PM,4482.37,191,497.44,On Time,C4
KL2554,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Pumai,Indonesia,11:17 PM,Leonardo da Vinci International,Sumbergedong,Indonesia,13,KL,TIQ,YDU,6/16/2022,4:51 PM,1279.57,97,248.55,On Time,B2
NH4113,All Nippon Airways,Haneda,Ust-Kamenogorsk,Kazakhstan,6:17 PM,Incheon International,Little Rock,United States,19,NH,YST,QRA,4/16/2022,3:53 PM,8850.6,449,428.0,Delayed,C3
DL4448,Delta Air Lines,John F. Kennedy International,Niort,France,3:08 AM,Hartsfield-Jackson Atlanta,Sungai Nyamuk,Indonesia,10,DL,TEY,NAO,3/25/2022,8:33 AM,8363.56,78,157.64,On Time,C3
SK8444,SAS Scandinavian,Copenhagen Airport,Melekyne,Ukraine,6:19 PM,Ministro Pistarini International,Bektemir,Uzbekistan,16,SK,SMH,YTR,1/25/2022,7:36 PM,3091.11,67,222.85,Delayed,A2
AV3679,Avianca,El Dorado International,Ngaoundéré,Cameroon,3:28 PM,Los Angeles International,Karangboyo,Indonesia,17,AV,QRY,KLY,10/9/2022,6:56 PM,6497.48,194,231.41,On Time,C1
LA1659,LATAM Airlines,São Paulo/Guarulhos International,Plast,Russia,8:07 AM,Ministro Pistarini International,Dishnā,Egypt,11,LA,FIN,TRQ,5/1/2022,7:07 AM,9765.53,317,356.63,On Time,C3
QF3938,Qantas,Sydney Airport,Jaciara,Brazil,5:43 PM,Melbourne Airport,Wajir,Kenya,14,QF,AYP,CMJ,6/27/2022,3:30 AM,7272.25,493,65.27,On Time,B1
KL5073,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Březová,Czech Republic,4:40 AM,Benito Juárez International,Mingguang,China,6,KL,RNS,NCI,11/4/2022,6:49 PM,3497.13,475,101.77,On Time,A3
AV2432,Avianca,El Dorado International,Puno,Peru,6:03 AM,O'Hare International,Thāru Shāh,Pakistan,1,AV,NGS,TKB,2/5/2022,2:53 PM,4302.75,456,398.93,Delayed,A3
NZ6574,Air New Zealand,Auckland Airport,Muskegon,United States,4:16 PM,Sydney Airport,El Socorro,Honduras,23,NZ,URT,YTU,1/11/2022,7:41 AM,7446.38,145,492.64,On Time,A3
AA1935,American Airlines,John F. Kennedy International,Campos do Jordão,Brazil,2:54 PM,Hartsfield-Jackson Atlanta,Gugark’,Armenia,21,AA,PHI,AWB,11/18/2022,1:47 AM,9432.2,353,110.55,Delayed,C2
UA1144,United Airlines,Los Angeles International,Đắk Song,Vietnam,5:01 AM,San Francisco International,Contraalmirante Cordero,Argentina,3,UA,HTI,ILA,7/31/2022,7:17 AM,5870.23,436,208.24,On Time,B1
TG5404,Thai Airways,Suvarnabhumi,Lunec,Philippines,11:13 AM,Changi,Santa Elena de Uairén,Venezuela,11,TG,HBK,MID,10/19/2022,11:03 PM,4371.1,163,203.43,On Time,A1
NH4302,All Nippon Airways,Haneda,Torre,Portugal,8:55 AM,Incheon International,Rumburk,Czech Republic,6,NH,BXK,TNX,7/28/2022,6:31 PM,2347.64,266,438.58,On Time,C2
AA5136,American Airlines,John F. Kennedy International,Ijuí,Brazil,7:23 PM,Hartsfield-Jackson Atlanta,Miaotang,China,7,AA,KTH,SCK,6/5/2022,7:25 PM,3255.46,255,315.61,On Time,B2
IB3960,Iberia,Adolfo Suárez Madrid–Barajas,Fontenay-sous-Bois,France,1:54 AM,Charles de Gaulle,Prey Veng,Cambodia,15,IB,CBW,FDY,6/6/2022,5:30 AM,1475.89,476,359.24,On Time,A2
SQ7616,Singapore Airlines,Changi,Yinhe,China,11:48 AM,Beijing Capital International,Wonosari,Indonesia,18,SQ,DBU,RAF,12/22/2022,9:50 PM,572.78,405,227.1,On Time,A1
BA8026,British Airways,Heathrow,Donan,Indonesia,1:18 AM,Vancouver International,Santa Brigida,Philippines,9,BA,WBC,WSH,12/26/2022,7:04 PM,6618.68,85,169.53,On Time,A2
AA9987,American Airlines,John F. Kennedy International,San Lucas,Philippines,5:40 PM,Hartsfield-Jackson Atlanta,La Gloria,Mexico,15,AA,NGZ,BTR,3/24/2022,12:19 PM,593.55,64,179.22,Delayed,C1
NH2978,All Nippon Airways,Haneda,Baranti,Indonesia,3:38 PM,Hong Kong International,Sang-e Māshah,Afghanistan,22,NH,PUK,FCA,4/6/2022,12:15 AM,9774.35,216,87.28,On Time,B2
LA5725,LATAM Airlines,São Paulo/Guarulhos International,Campaka,Indonesia,12:57 PM,Denver International,Rakai,Uganda,14,LA,LTB,YDU,11/3/2022,6:32 AM,7574.57,163,264.38,Delayed,C2
BA9697,British Airways,Heathrow,High Point,United States,3:58 PM,Frankfurt Airport,Yangyuan,China,14,BA,IFN,AHY,11/24/2022,1:13 PM,2970.01,436,460.97,On Time,B1
LA8666,LATAM Airlines,São Paulo/Guarulhos International,Saint-Quentin,France,5:32 AM,Ministro Pistarini International,Urshel’skiy,Russia,15,LA,TFS,KOP,9/8/2022,12:31 AM,2264.26,408,114.39,Delayed,C1
NZ5909,Air New Zealand,Auckland Airport,Winschoten,Netherlands,11:19 AM,Vancouver International,Trới,Vietnam,6,NZ,FEA,EMM,12/6/2022,6:21 PM,2410.99,115,351.03,On Time,A3
TG5279,Thai Airways,Suvarnabhumi,Mueang Nonthaburi,Thailand,1:33 PM,Changi,Danyang,China,15,TG,THN,CHY,9/17/2022,6:51 PM,2596.15,363,416.31,On Time,C1
AA9129,American Airlines,John F. Kennedy International,Solna,Sweden,10:52 PM,Hartsfield-Jackson Atlanta,Dikirnis,Egypt,14,AA,RDM,BXP,9/10/2022,6:50 PM,4445.54,345,67.58,On Time,B1
KL1655,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Atalaia,Brazil,9:05 PM,Charles de Gaulle,Amgalang,China,24,KL,OYL,BTD,6/1/2022,12:49 PM,8574.58,185,162.47,On Time,C4
NH5199,All Nippon Airways,Haneda,Heshengbao,China,6:31 PM,Incheon International,Hongqi Yingzi,China,6,NH,YGB,GCN,4/30/2022,10:19 AM,852.83,375,298.99,On Time,C1
ET1495,Ethiopian Airlines,Bole International,Stenungsund,Sweden,3:26 PM,Frankfurt Airport,Yaring,Thailand,14,ET,DWO,WID,1/1/2022,3:45 PM,4881.51,314,76.92,Delayed,C3
IB8675,Iberia,Adolfo Suárez Madrid–Barajas,Shanling,China,3:07 PM,Charles de Gaulle,Minneapolis,United States,19,IB,ETS,BNW,3/22/2022,9:20 PM,1807.9,71,360.96,On Time,B2
AF6961,Air France,Charles de Gaulle,Kushiro,Japan,4:55 PM,Frankfurt Airport,Kibondo,Tanzania,10,AF,DLD,GON,1/18/2022,8:00 AM,4995.73,95,410.15,On Time,C4
KL8406,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Novyy Svit,Ukraine,8:20 PM,Charles de Gaulle,Nabeul,Tunisia,21,KL,DMK,KBF,12/15/2022,10:40 PM,221.32,207,218.87,Delayed,A1
EK5821,Emirates,Dubai International,Wanareja,Indonesia,4:02 AM,Hamad International,Bergen,Norway,9,EK,SEO,KVR,9/27/2022,6:13 AM,8283.76,165,328.16,On Time,C2
IB2906,Iberia,Adolfo Suárez Madrid–Barajas,Deqing,China,1:17 AM,Charles de Gaulle,Kuncen,Indonesia,24,IB,UHE,NPL,8/29/2022,7:01 PM,8718.61,67,195.03,On Time,A2
AA5127,American Airlines,John F. Kennedy International,Xinan,China,5:54 PM,Miami International,Gangbei,China,13,AA,HKD,FRD,4/27/2022,8:49 PM,5691.88,129,50.82,Delayed,A3
AA7069,American Airlines,John F. Kennedy International,Hollola,Finland,8:41 PM,Cape Town International,Taiobeiras,Brazil,18,AA,BMF,BQA,7/28/2022,6:20 PM,2396.18,215,201.05,Delayed,C4
CX9197,Cathay Pacific,Hong Kong International,Nanlu,China,10:11 AM,Amsterdam Airport Schiphol,Arcos,Brazil,13,CX,KTR,KLC,11/19/2022,5:25 PM,6700.65,451,219.78,On Time,A2
LH7260,Lufthansa,Frankfurt Airport,Boussé,Burkina Faso,11:15 AM,Amsterdam Airport Schiphol,Novolugovoye,Russia,17,LH,STT,LPS,4/11/2022,5:05 PM,7633.33,394,147.47,On Time,A2
SK5287,SAS Scandinavian,Copenhagen Airport,Moholm,Sweden,11:27 AM,Charles de Gaulle,Kastornoye,Russia,11,SK,LSP,PEN,2/28/2022,7:43 PM,4995.21,465,349.37,On Time,C4
QF1241,Qantas,Sydney Airport,Joaçaba,Brazil,2:40 PM,Melbourne Airport,Qinjiang,China,16,QF,KDD,AGO,9/10/2022,5:19 PM,4992.98,435,139.15,On Time,C4
SQ1972,Singapore Airlines,Changi,Pasirlaja,Indonesia,7:03 PM,Beijing Capital International,Witkowo,Poland,5,SQ,TKW,LYX,9/11/2022,6:42 AM,9435.4,340,251.66,On Time,C3
DL5422,Delta Air Lines,John F. Kennedy International,Gereykhanovskoye,Russia,10:48 PM,O'Hare International,Kobarid,Slovenia,13,DL,OND,PCO,2/10/2022,1:51 PM,1594.79,60,156.73,Delayed,A2
QR5659,Qatar Airways,Hamad International,Santiago do Cacém,Portugal,2:15 AM,Bole International,Bayanan,Philippines,12,QR,POV,NDY,3/11/2022,5:57 PM,306.17,69,460.7,Delayed,C1
WN4957,Southwest Airlines,Los Angeles International,Nao,Indonesia,3:37 AM,San Francisco International,Lille,France,1,WN,ZPB,JEF,7/16/2022,12:10 AM,9772.84,125,135.13,On Time,C2
WN8883,Southwest Airlines,Los Angeles International,Golacir,Indonesia,1:09 AM,Chhatrapati Shivaji International,Bistrica ob Sotli,Slovenia,15,WN,BSJ,OGE,4/16/2022,1:13 PM,6912.65,402,323.19,Delayed,C2
DL3161,Delta Air Lines,John F. Kennedy International,Bamban,Indonesia,7:44 AM,Logan International,Xieyang,China,8,DL,IRS,VCA,9/6/2022,5:23 AM,4928.87,260,327.38,On Time,B1
CX9197,Cathay Pacific,Hong Kong International,Guantang,China,4:19 AM,Amsterdam Airport Schiphol,Murmashi,Russia,14,CX,JRF,MQX,7/28/2022,11:55 AM,2198.95,402,281.5,Delayed,A2
AM9222,Aeroméxico,Benito Juárez International,Bielsk Podlaski,Poland,2:14 PM,O'Hare International,Shihuajian,China,14,AM,BTT,GVI,5/19/2022,7:05 PM,7901.75,169,90.53,On Time,C4
KL7530,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Postřekov,Czech Republic,2:02 AM,Charles de Gaulle,Achiras,Argentina,19,KL,NVR,LWY,12/3/2022,7:40 PM,6848.58,107,410.91,Delayed,B2
AF5854,Air France,Charles de Gaulle,Tsaghveri,Georgia,7:44 AM,Frankfurt Airport,Xinshi,China,1,AF,BSY,PHN,11/25/2022,8:49 PM,5933.63,77,369.27,On Time,B2
DL5548,Delta Air Lines,John F. Kennedy International,Juwana,Indonesia,11:18 AM,Hartsfield-Jackson Atlanta,Log pri Brezovici,Slovenia,17,DL,EDK,BLI,5/24/2022,2:16 PM,1160.8,65,270.99,On Time,A1
NZ4078,Air New Zealand,Auckland Airport,San Andrés,Guatemala,7:17 AM,Sydney Airport,Villa Las Rosas,Argentina,2,NZ,YIF,AWD,2/16/2022,11:28 AM,8297.64,228,326.76,On Time,A2
KL5768,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Agustín Codazzi,Colombia,11:15 AM,Charles de Gaulle,Krajan Satu,Indonesia,20,KL,SMG,APR,11/3/2022,1:50 PM,2838.96,143,69.79,On Time,B2
SK4238,SAS Scandinavian,Copenhagen Airport,Eskifjörður,Iceland,2:59 PM,Charles de Gaulle,Nova Prata,Brazil,9,SK,PIZ,BSB,2/13/2022,5:43 PM,4486.69,408,173.03,On Time,C1
AV4300,Avianca,El Dorado International,Heishan,China,6:38 PM,O'Hare International,Sepanjang,Indonesia,4,AV,PYH,OTU,12/29/2022,2:09 AM,7866.42,70,65.74,Delayed,C3
QR4953,Qatar Airways,Hamad International,Pasar,Indonesia,11:51 PM,Bole International,Katipunan,Philippines,6,QR,GRP,MKC,12/5/2022,9:39 AM,4542.5,230,322.02,On Time,C4
AZ7219,Alitalia,Leonardo da Vinci International,Saint Louis,United States,5:18 AM,Charles de Gaulle,Zīrakī,Afghanistan,8,AZ,WUA,KUX,10/27/2022,9:18 AM,8822.35,151,334.1,On Time,A3
TG8211,Thai Airways,Suvarnabhumi,Byala Slatina,Bulgaria,4:15 AM,Changi,Jamaica,United States,8,TG,0,AUJ,9/6/2022,11:18 PM,1254.99,415,77.93,On Time,A1
AI5502,Air India,Indira Gandhi International,Gunungkoneng,Indonesia,6:08 AM,Chhatrapati Shivaji International,Saint-Eustache,Canada,5,AI,BSK,0,1/19/2022,2:32 PM,5597.87,409,438.56,Delayed,C4
AA7774,American Airlines,John F. Kennedy International,Boa Esperança,Brazil,8:06 AM,Hartsfield-Jackson Atlanta,Krasnokholmskiy,Russia,11,AA,NAR,LNO,11/10/2022,11:11 AM,2482.55,244,117.9,On Time,C2
AA4031,American Airlines,John F. Kennedy International,Attard,Malta,9:18 AM,Hartsfield-Jackson Atlanta,Bila,Bosnia and Herzegovina,10,AA,TBO,MGI,11/1/2022,12:19 AM,338.66,168,401.88,Delayed,C2
IB9744,Iberia,Adolfo Suárez Madrid–Barajas,Jönköping,Sweden,10:25 AM,Charles de Gaulle,Ziftá,Egypt,6,IB,VRU,MPH,10/30/2022,4:11 AM,7073.12,283,288.51,On Time,B1
AZ9985,Alitalia,Leonardo da Vinci International,Purong,China,10:10 AM,Charles de Gaulle,Altay sumu,Mongolia,2,AZ,SAU,AMM,6/12/2022,5:29 PM,7339.53,349,199.27,Delayed,C4
QF2813,Qantas,Sydney Airport,Želetava,Czech Republic,5:42 PM,Melbourne Airport,Prinza,Philippines,6,QF,MEY,KRG,1/3/2022,8:28 AM,5582.22,90,481.41,Delayed,C2
NZ1302,Air New Zealand,Auckland Airport,Jingchuan Chengguanzhen,China,2:26 PM,Changi,Gandusari,Indonesia,23,NZ,WEP,GRX,3/17/2022,10:49 PM,7385.02,132,110.53,On Time,A3
UA5817,United Airlines,Los Angeles International,Musashino,Japan,12:30 PM,San Francisco International,Filipstad,Sweden,4,UA,WRA,ZZO,10/31/2022,12:56 AM,2043.5,91,200.33,On Time,A3
IB3411,Iberia,Adolfo Suárez Madrid–Barajas,Qiaozhen,China,1:59 AM,Charles de Gaulle,Tukums,Latvia,4,IB,YMW,YNC,6/29/2022,3:02 AM,1466.8,130,349.08,On Time,C3
AV5598,Avianca,El Dorado International,Shewopo,China,2:08 AM,O'Hare International,Majengo,Tanzania,15,AV,UUS,LTG,11/23/2022,11:29 PM,1427.2,112,63.62,On Time,A1
BA7461,British Airways,Heathrow,Onsŏng,North Korea,6:43 AM,Bole International,Aglipay,Philippines,14,BA,PHD,YDL,3/16/2022,10:21 PM,4686.81,281,245.51,Delayed,A3
AC2322,Air Canada,Toronto Pearson,Douala,Cameroon,11:10 AM,John F. Kennedy International,Yajin,China,8,AC,GDP,TEY,4/29/2022,3:11 PM,8855.51,69,163.79,On Time,B1
